STUDY,BIOENTITY,PROPERTY_TYPE,PROPERTY_VALUE,SEMANTIC_TAG,ANNOTATOR,ANNOTATION_DATE
,ukbiobank_119,disease,Status asthmaticus,http://www.ebi.ac.uk/efo/EFO_0008590,efo,26/04/2019 00:00
,ukbiobank_120,disease,Cystic kidney disease,http://www.ebi.ac.uk/efo/EFO_0008615,efo,26/04/2019 00:00
,ukbiobank_121,disease,Polyp of female genital tract,http://www.ebi.ac.uk/efo/EFO_0008622,efo,26/04/2019 00:00
,ukbiobank_122,disease,Persistent mood,http://www.ebi.ac.uk/efo/EFO_0008623,efo,26/04/2019 00:00
,ukbiobank_123,disease,Disorders of vitreous body,http://www.ebi.ac.uk/efo/EFO_0008624,efo,26/04/2019 00:00
,ukbiobank_124,disease,Ovarian dysfunction,http://www.ebi.ac.uk/efo/EFO_0009003,efo,26/04/2019 00:00
,ukbiobank_125,disease,Other coagulation defects,http://www.ebi.ac.uk/efo/EFO_0009314,efo,26/04/2019 00:00
,ukbiobank_126,disease,Granulomatous disorders of skin and subcutaneous tissue,http://www.ebi.ac.uk/efo/EFO_1000705,efo,26/04/2019 00:00
,ukbiobank_127,disease,Excessive vomiting in pregnancy,http://www.ebi.ac.uk/efo/EFO_1000971,efo,26/04/2019 00:00
,ukbiobank_128,disease,Hyperfunction of pituitary gland,http://www.ebi.ac.uk/efo/EFO_1000973,efo,26/04/2019 00:00
,ukbiobank_129,disease,Other nutritional deficiencies,http://www.ebi.ac.uk/efo/EFO_1001067,efo,26/04/2019 00:00
,ukbiobank_130,disease,Other rheumatic heart diseases,http://www.ebi.ac.uk/efo/EFO_1001161,efo,26/04/2019 00:00
,ukbiobank_131,disease,Other helminthiases,http://www.ebi.ac.uk/efo/EFO_1001342,efo,26/04/2019 00:00
,ukbiobank_132,disease,Unspecified viral infection of CNS,http://www.ebi.ac.uk/efo/EFO_1001456,efo,26/04/2019 00:00
,ukbiobank_133,disease,Diverticular disease of intestine,http://www.ebi.ac.uk/efo/EFO_1001460,efo,26/04/2019 00:00
,ukbiobank_134,disease,Premature separation of placenta,http://www.ebi.ac.uk/efo/EFO_1001754,efo,26/04/2019 00:00
,ukbiobank_135,phenotype,Retention of urine,http://purl.obolibrary.org/obo/HP_0000016,efo,26/04/2019 00:00
,ukbiobank_136,phenotype,Unspecified urinary incontinence,http://purl.obolibrary.org/obo/HP_0000020,efo,26/04/2019 00:00
,ukbiobank_137,phenotype,Isolated proteinuria,http://purl.obolibrary.org/obo/HP_0000093,efo,26/04/2019 00:00
,ukbiobank_138,phenotype,Cleft palate,http://purl.obolibrary.org/obo/HP_0000175,efo,26/04/2019 00:00
,ukbiobank_139,phenotype,Hydrocephalus,http://purl.obolibrary.org/obo/HP_0000238,efo,26/04/2019 00:00
,ukbiobank_140,phenotype,Visual disturbances,http://purl.obolibrary.org/obo/HP_0000505,efo,26/04/2019 00:00
,ukbiobank_141,phenotype,Unspecified dementia,http://purl.obolibrary.org/obo/HP_0000726,efo,26/04/2019 00:00
,ukbiobank_142,phenotype,Unspecified haematuria,http://purl.obolibrary.org/obo/HP_0000790,efo,26/04/2019 00:00
,ukbiobank_143,phenotype,Cholecystitis,http://purl.obolibrary.org/obo/HP_0001082,efo,26/04/2019 00:00
,ukbiobank_144,phenotype,Dystonia,http://purl.obolibrary.org/obo/HP_0001332,efo,26/04/2019 00:00
,ukbiobank_145,phenotype,Ascites,http://purl.obolibrary.org/obo/HP_0001541,efo,26/04/2019 00:00
,ukbiobank_146,phenotype,Iron deficiency anaemia,http://purl.obolibrary.org/obo/HP_0001891,efo,26/04/2019 00:00
,ukbiobank_147,phenotype,Acute renal failure,http://purl.obolibrary.org/obo/HP_0001919,efo,26/04/2019 00:00
,ukbiobank_148,phenotype,Nonspecific lymphadenitis,http://purl.obolibrary.org/obo/HP_0002840,efo,26/04/2019 00:00
,ukbiobank_149,phenotype,Cachexia,http://purl.obolibrary.org/obo/HP_0004326,efo,26/04/2019 00:00
,ukbiobank_150,phenotype,Disseminated intravascular coagulation,http://purl.obolibrary.org/obo/HP_0005521,efo,26/04/2019 00:00
,ukbiobank_151,phenotype,Senile cataract,http://purl.obolibrary.org/obo/HP_0011141,efo,26/04/2019 00:00
,ukbiobank_152,phenotype,Agranulocytosis,http://purl.obolibrary.org/obo/HP_0012234,efo,26/04/2019 00:00
,ukbiobank_153,organism,Helicobacter pylori,http://purl.obolibrary.org/obo/NCBITaxon_210,efo,26/04/2019 00:00
,ukbiobank_154,disease,Reduction defects of lower limb,http://www.orpha.net/ORDO/Orphanet_2130,efo,26/04/2019 00:00
,ukbiobank_155,disease,Congenital hydrocephalus,http://www.orpha.net/ORDO/Orphanet_2185,efo,26/04/2019 00:00
,ukbiobank_156,disease,Immunodeficiency with predominantly antibody defects,http://www.orpha.net/ORDO/Orphanet_331244,efo,26/04/2019 00:00
,ukbiobank_157,disease,Congenital malformations of oesophagus,http://www.orpha.net/ORDO/Orphanet_88993,efo,26/04/2019 00:00
,ukbiobank_158,disease,Syndactyly,http://www.orpha.net/ORDO/Orphanet_90025,efo,26/04/2019 00:00
,ukbiobank_159,disease,Other congenital malformations of intestine,http://www.orpha.net/ORDO/Orphanet_97945,efo,26/04/2019 00:00
,ukbiobank_160,disease,Other functional intestinal disorders,http://www.ebi.ac.uk/efo/EFO_0009431,efo,26/04/2019 00:00
,ukbiobank_161,disease,Other disorders of peripheral nervous system,http://www.ebi.ac.uk/efo/EFO_0009387,efo,26/04/2019 00:00
,ukbiobank_162,disease,Spondylosis,http://www.ebi.ac.uk/efo/EFO_0000706,efo,26/04/2019 00:00
,ukbiobank_163,disease,Hypofunction and other disorders of pituitary gland,http://www.ebi.ac.uk/efo/EFO_0001380,efo,26/04/2019 00:00
,ukbiobank_163,disease,Hypofunction and other disorders of pituitary gland,http://www.ebi.ac.uk/efo/EFO_0009607,efo,26/04/2019 00:00
,ukbiobank_164,disease,Other retinal disorders,http://www.ebi.ac.uk/efo/EFO_0003839,efo,26/04/2019 00:00
,ukbiobank_165,disease,Arterial embolism and thrombosis,http://www.ebi.ac.uk/efo/EFO_0004286,efo,26/04/2019 00:00
,ukbiobank_166,disease,Juvenile osteochondrosis of hip and pelvis,http://www.orpha.net/ORDO/Orphanet_2380,efo,26/04/2019 00:00
,ukbiobank_167,disease,Encephalitis myelitis and encephalomyelitis,http://www.ebi.ac.uk/efo/EFO_0007364,efo,26/04/2019 00:00
,ukbiobank_168,disease,Atrial fibrillation and flutter,http://www.ebi.ac.uk/efo/EFO_0000275,efo,26/04/2019 00:00
,ukbiobank_169,disease,Dermatopolymyositis,http://www.ebi.ac.uk/efo/EFO_0000398,efo,26/04/2019 00:00
,ukbiobank_170,disease,Lack of food,http://www.ebi.ac.uk/efo/EFO_0008572,efo,26/04/2019 00:00
,ukbiobank_171,disease,Inflammatory diseases of prostate,http://www.ebi.ac.uk/efo/EFO_0003830,efo,26/04/2019 00:00
,ukbiobank_172,disease,Chronic renal failure,http://www.ebi.ac.uk/efo/EFO_0003884,efo,26/04/2019 00:00
,ukbiobank_173,disease,Postpolio syndrome,http://www.ebi.ac.uk/efo/EFO_0007454,efo,26/04/2019 00:00
,ukbiobank_174,disease,Dementia in Alzheimer s disease,http://www.ebi.ac.uk/efo/EFO_0000249,efo,26/04/2019 00:00
,ukbiobank_175,disease,Other disorders of circulatory system in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0000319,efo,26/04/2019 00:00
,ukbiobank_176,disease,Meningitis due to other causes,http://www.ebi.ac.uk/efo/EFO_0000584,efo,26/04/2019 00:00
,ukbiobank_177,disease,Gestational hypertension with significant proteinuria,http://www.ebi.ac.uk/efo/EFO_0000668,efo,26/04/2019 00:00
,ukbiobank_178,disease,Respiratory disorders in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0000684,efo,26/04/2019 00:00
,ukbiobank_179,disease,Vitamin B12 deficiency anaemia,http://www.ebi.ac.uk/efo/EFO_0000734,efo,26/04/2019 00:00
,ukbiobank_180,disease,Unspecified arthropod borne viral fever,http://www.ebi.ac.uk/efo/EFO_0000763,efo,26/04/2019 00:00
,ukbiobank_181,disease,HIV disease resulting in infectious and parasitic diseases,http://www.ebi.ac.uk/efo/EFO_0000765,efo,26/04/2019 00:00
,ukbiobank_182,disease,Chronic ischaemic heart disease,http://www.ebi.ac.uk/efo/EFO_0001645,efo,26/04/2019 00:00
,ukbiobank_183,disease,Mental and behavioural disorders due to use of cocaine,http://www.ebi.ac.uk/efo/EFO_0002610,efo,26/04/2019 00:00
,ukbiobank_184,disease,Benign mammary dysplasia,http://www.ebi.ac.uk/efo/EFO_0003014,efo,26/04/2019 00:00
,ukbiobank_185,disease,Depressive episode,http://www.ebi.ac.uk/efo/EFO_0003761,efo,26/04/2019 00:00
,ukbiobank_186,disease,Recurrent depressive disorder,http://www.ebi.ac.uk/efo/EFO_0003761,efo,26/04/2019 00:00
,ukbiobank_187,disease,Mental and behavioural disorders due to use of tobacco,http://www.ebi.ac.uk/efo/EFO_0003768,efo,26/04/2019 00:00
,ukbiobank_188,disease,Mental and behavioural disorders due to use of alcohol,http://www.ebi.ac.uk/efo/EFO_0003829,efo,26/04/2019 00:00
,ukbiobank_189,phenotype,Dorsalgia,http://www.ebi.ac.uk/efo/EFO_0003843,efo,26/04/2019 00:00
,ukbiobank_190,disease,Disorders of globe,http://www.ebi.ac.uk/efo/EFO_0003966,efo,26/04/2019 00:00
,ukbiobank_191,disease,Mental and behavioural disorders due to use of cannabinoids,http://www.ebi.ac.uk/efo/EFO_0007191,efo,26/04/2019 00:00
,ukbiobank_192,disease,Osteochondrodysplasia with defects of growth of tubular bones and spine,http://www.ebi.ac.uk/efo/EFO_0005571,efo,26/04/2019 00:00
,ukbiobank_193,disease,Mental and behavioural disorders due to use of opioids,http://www.ebi.ac.uk/efo/EFO_0005611,efo,26/04/2019 00:00
,ukbiobank_194,disease,Mosquito borne viral encephalitis,http://www.ebi.ac.uk/efo/EFO_0007538,efo,26/04/2019 00:00
,ukbiobank_195,disease,Tick borne viral encephalitis,http://www.ebi.ac.uk/efo/EFO_0007538,efo,26/04/2019 00:00
,ukbiobank_196,disease,Respiratory tuberculosis confimed,http://www.ebi.ac.uk/efo/EFO_1000049,efo,26/04/2019 00:00
,ukbiobank_197,disease,Unspecified lump in breast,http://www.ebi.ac.uk/efo/EFO_1000848,efo,26/04/2019 00:00
,ukbiobank_198,disease,Erysipeloid,http://www.ebi.ac.uk/efo/EFO_1000928,efo,26/04/2019 00:00
,ukbiobank_199,disease,Rheumatic fever without mention of heart involvement,http://www.ebi.ac.uk/efo/EFO_1001160,efo,26/04/2019 00:00
,ukbiobank_200,disease,Pyogenic arthritis,http://www.ebi.ac.uk/efo/EFO_1001351,efo,26/04/2019 00:00
,ukbiobank_201,disease,Toxic effect of metals,http://www.ebi.ac.uk/efo/EFO_1001518,efo,26/04/2019 00:00
,ukbiobank_202,disease,Staphylococcal scalded skin syndrome,http://www.ebi.ac.uk/efo/EFO_1001849,efo,26/04/2019 00:00
,ukbiobank_203,disease,Phobic anxiety disorders,http://www.ebi.ac.uk/efo/EFO_1001908,efo,26/04/2019 00:00
,ukbiobank_204,disease,Adult osteomalacia,http://www.ebi.ac.uk/efo/EFO_1002027,efo,26/04/2019 00:00
,ukbiobank_205,disease,Functional disorders of polymorphonuclear neutrophils,http://www.orpha.net/ORDO/Orphanet_183681,efo,26/04/2019 00:00
,ukbiobank_206,disease,Encephalocele,http://www.orpha.net/ORDO/Orphanet_199647,efo,26/04/2019 00:00
,ukbiobank_207,disease,Tuberculosis of other organs,http://www.orpha.net/ORDO/Orphanet_3389,efo,26/04/2019 00:00
,ukbiobank_208,disease,Localized adiposity,http://www.orpha.net/ORDO/Orphanet_77243,efo,26/04/2019 00:00
